x,y,punkte
-0.0876,-0.0272,1
-0.0131,-0.0943,1
0.0842,0.0370,1
-0.0286,-0.0417,1
-0.0258,-0.0685,1
0.0419,-0.0539,1
-0.6228,0.7925,0
0.1063,0.4946,0.3
-1.2970,0.8256,0
-1.2705,-1.0259,0
-0.2689,0.4444,0.3
-0.3479,-1.1326,0
-0.4190,0.5887,0.3
-0.6421,-0.8124,0
-0.1088,0.6916,0.3
-0.0214,-0.5902,0.5
0.1477,0.6819,0.3
-0.3097,0.7111,0.3
1.2256,0.0488,0
-0.6216,1.2015,0
-0.7550,-0.1143,0.4
0.4893,-0.2827,0.1
-0.5262,-0.6702,0.5
0.4959,-0.2751,0.1
1.0476,-0.8000,0
0.8230,-0.0369,0.2
0.2743,0.5239,0.3
0.6729,-0.5794,0.1
0.2405,0.6977,0.3
-0.1175,-0.8885,0.5
-1.2458,0.3806,0
1.2742,0.1153,0
-0.5291,0.5769,0.4
0.8344,-0.0012,0.2
0.5189,-0.6385,0.1
0.6339,0.2951,0.2
0.6963,-0.9115,0
0.6266,-1.0754,0
-0.5842,0.3403,0.4
-0.3267,-0.4295,0.5
0.9062,-1.1261,0
0.7248,-1.2049,0
0.1711,0.1496,0.2
0.5668,-1.2723,0
1.2955,0.8638,0
-0.8229,0.1906,0.4
0.7651,1.1451,0
-0.9421,-1.1032,0
-0.2349,0.5004,0.3
-0.0135,0.9591,0.3
-0.2712,-0.1462,0.5
-1.0948,-1.1892,0
0.9211,-0.3595,0.1
0.5794,1.0855,0
0.6352,0.7762,0
1.0276,-0.4428,0
-1.2044,0.8815,0
0.2644,0.8505,0.3
-0.7826,1.2790,0
-0.3692,-1.2369,0
0.0955,-0.4753,0.1
-0.0913,-0.4342,0.5
-0.8889,-0.0491,0.4
0.5395,-0.9032,0
0.1924,0.0002,0.2
0.8848,0.4516,0.2
0.2856,-0.7278,0.1
-1.0904,1.2814,0
-0.1623,0.1060,0.4
0.4460,0.9546,0
0.4661,-0.6067,0.1
0.7399,-0.4547,0.1
1.1357,0.6503,0
1.1864,1.1596,0
0.0151,-0.7396,0.1
-0.3755,1.0236,0
0.4637,-0.9014,0
0.3826,0.9912,0
-0.5355,-1.1819,0
0.5186,-1.0163,0
1.2455,-0.0916,0
-0.2892,0.8218,0.3
1.2962,0.8606,0
1.2579,-0.3887,0
-0.9606,-0.6099,0
-0.8310,-1.1100,0
0.4402,0.0133,0.2
-0.8765,0.6300,0
-0.2539,-0.1988,0.5
-0.0076,-1.0517,0
0.7756,0.2166,0.2
-0.7127,-0.4736,0.5
-1.2328,-1.1067,0
-1.1421,0.1553,0
0.9255,0.1689,0.2
0.9489,-0.1525,0.2
-0.4198,0.9723,0
0.1308,0.9558,0.3
-0.7623,-0.1191,0.4
0.3272,-1.0245,0
0.1524,-1.1664,0
0.4031,0.5852,0.3
0.0364,-0.6798,0.1
-0.3852,0.0347,0.4
-0.2708,0.5951,0.3
0.0597,1.0395,0
0.8609,0.3571,0.2
0.0253,0.0457,1
1.0032,-0.6148,0
-0.7078,-0.3227,0.5
1.2273,-0.1857,0
0.1542,0.6619,0.3
0.9433,0.5639,0
1.2705,-1.2603,0
-1.1104,0.4020,0
0.6914,0.8712,0
-0.1254,-0.4098,0.5
0.0503,-0.9522,0.1
-0.8600,0.0120,0.4
-0.4905,0.1332,0.4
-1.1518,0.7420,0
-1.0222,0.2648,0
0.0410,0.4656,0.3
-0.5022,-0.8875,0
-0.1501,0.3994,0.3
0.6384,0.1838,0.2
-0.4473,0.0742,0.4
-1.1690,0.1185,0
-0.2575,-0.9024,0.5
-0.6674,-0.9111,0
0.2963,-1.1638,0
0.9331,-1.0569,0
0.1259,-0.2759,0.1
-1.1798,0.9347,0
-1.2690,0.6780,0
0.8041,-0.4781,0.1
0.8060,0.3276,0.2
1.2777,-0.3588,0
-0.8926,0.9460,0
-0.9207,-0.6677,0
0.5688,-0.6430,0.1
-0.6369,0.9981,0
1.0907,0.4289,0
-0.6998,-1.2909,0
0.4365,-0.4369,0.1
0.9122,-0.0619,0.2
-0.1918,-0.5630,0.5
1.0802,-0.6488,0
-0.9337,0.6364,0
0.3072,1.1807,0
0.6608,1.0644,0
0.5016,-0.3636,0.1
-0.3013,0.7126,0.3
-0.1373,0.9798,0.3
0.5694,0.7736,0.2
-0.7707,-1.0847,0
0.1487,-0.2125,0.1
-1.0280,-1.1710,0
1.1390,-0.2436,0
-1.0908,0.9950,0
-0.0223,-0.0901,1
-0.6206,-0.3062,0.5
1.0627,0.3526,0
-0.6166,0.0948,0.4
0.4584,-0.1026,0.2
0.9855,0.7057,0
0.4957,1.2650,0
0.0386,0.7413,0.3
-0.3169,0.0693,0.4
0.0702,0.8106,0.3
-0.2198,1.0087,0
0.8012,-0.6623,0
0.1277,0.6100,0.3
-0.7354,-1.1456,0
-0.7064,-0.2497,0.5
-0.1591,0.0237,0.4
-0.2398,-1.1910,0
0.9637,1.1744,0
-0.8025,-1.0093,0
0.6899,-0.9934,0
0.0751,0.6813,0.3
0.7436,-0.9552,0
-1.1112,0.5892,0
0.5226,1.1227,0
-0.0502,0.7978,0.3
-0.3902,0.0952,0.4
0.9468,0.4828,0
0.2904,-1.1341,0
-0.1625,0.5349,0.3
-0.4205,1.0637,0
-0.4807,1.0386,0
1.0712,0.7621,0
0.0632,-0.8378,0.1
0.9354,-0.6262,0
1.1327,1.2400,0
-0.1680,-1.2804,0
0.5017,-1.0318,0
-0.8723,-0.2329,0.4
-0.1333,-0.3573,0.5
-1.0434,0.7350,0
-0.8510,1.1626,0
0.5452,1.1973,0
0.7952,0.7599,0
0.8609,-0.2213,0.2
-0.9974,-0.3267,0
0.3726,1.2603,0
0.9813,-1.0498,0
0.7930,-0.9771,0
0.0986,0.6709,0.3
0.5723,-1.1537,0
-0.6717,-0.9398,0
-1.2750,-0.3986,0
-0.1326,-0.7523,0.5
-0.4128,-0.1615,0.5
-0.0582,-1.2394,0
-0.1428,-0.8191,0.5
-0.9175,0.7711,0
0.4524,-0.2171,0.1
-0.1111,-1.1064,0
1.1591,-0.3369,0
0.5414,-0.9818,0
0.5872,0.1095,0.2
-0.4993,-0.0300,0.4
-0.9477,-0.4420,0
-0.8826,0.8524,0
-0.0558,-0.2076,0.5
1.1697,-0.5856,0
0.4631,-0.3830,0.1
-1.2423,1.1528,0
-0.5617,-0.6175,0.5
-1.2123,0.5977,0
-0.9819,-0.6963,0
0.0033,0.6140,0.3
-0.3299,-1.2082,0
-0.8660,1.2715,0
0.4561,-0.1719,0.1
-0.6053,0.4476,0.4
-0.8801,-0.9488,0
0.4609,-1.1879,0
-0.0659,-0.3001,0.5
0.3293,0.6966,0.3
0.9484,-0.5732,0
0.0004,0.1639,0.3
0.4758,1.2196,0
0.5937,-0.7624,0.1
0.7629,-0.8342,0
1.0652,-0.0369,0
0.0965,1.2269,0
0.7624,0.2160,0.2
0.0399,0.0344,1
0.1821,1.1567,0
-0.4465,0.9603,0
-0.2823,0.7658,0.3
1.1255,0.4045,0
-1.0704,0.8822,0
1.2854,-1.2693,0
-1.2516,-1.0756,0
-0.3119,0.2356,0.4
1.1275,-0.0008,0
-0.6584,0.4846,0.4
0.4772,-1.0878,0
1.1836,0.8727,0
-0.9500,0.3773,0
1.2238,-0.1284,0
-1.1860,-0.4978,0
0.3706,-0.6040,0.1
0.6880,-1.0112,0
-0.3484,-0.5989,0.5
0.9194,-0.4078,0
0.4650,0.9587,0
-1.2123,-0.7724,0
-0.5848,-0.9689,0
-0.0898,-0.3388,0.5
0.2699,-0.0654,0.2
-0.6707,-0.8968,0
0.8502,-0.4521,0.1
-0.4323,-1.0088,0
-0.1116,-1.2246,0
-0.2678,-0.3015,0.5
0.8991,0.0143,0.2
-0.4752,-0.5314,0.5
0.3108,0.6928,0.3
0.1241,0.1050,0.2
0.8786,0.4878,0
0.8757,0.2090,0.2
0.1058,0.8277,0.3
0.5893,0.7623,0.2
-1.2652,-0.1919,0
0.1890,0.3772,0.3
0.3729,0.1107,0.2
-0.1162,-1.1656,0
-1.0599,0.3715,0
-1.2522,0.6255,0
0.4234,-0.2591,0.1
1.0080,0.5052,0
0.5744,-0.1901,0.1
1.1008,1.1929,0
0.4163,-0.9078,0.1
-0.5464,-0.5545,0.5
-0.4850,-0.4707,0.5
1.0955,-1.0533,0
-1.2384,-0.5878,0
0.2709,1.0313,0
0.5116,-0.7133,0.1
0.1967,-0.8506,0.1
-0.9783,-1.2549,0
0.2112,-1.2489,0
0.5023,-1.2595,0
-0.7028,0.1982,0.4
0.8054,-0.8819,0
-1.0523,-1.1478,0
-0.6167,-1.1947,0
-0.4990,-1.2550,0
0.9039,0.2997,0.2
0.7265,-0.1769,0.2
-0.2262,0.8335,0.3
1.0437,-1.0709,0
1.2920,-1.1133,0
0.0516,-0.7060,0.1
-0.8481,-1.0186,0
0.5853,0.3244,0.2
-0.6378,-0.9845,0
-0.7054,-0.3370,0.5
1.2323,1.2819,0
0.2243,-1.0685,0
-0.0650,0.0646,1
0.9408,-0.4676,0
-0.6627,1.1676,0
1.2919,1.2844,0
1.1412,0.1601,0
-0.4685,0.2385,0.4
-0.0822,-0.3214,0.5
-1.0142,0.6105,0
-0.3632,-1.2786,0
-1.0110,0.5687,0
0.1112,0.1302,0.2
0.9144,0.4076,0
1.0205,1.1660,0
-0.1217,-0.3436,0.5
0.7821,0.2433,0.2
-0.4727,0.5419,0.4
0.8193,-0.7527,0
0.0911,0.7071,0.3
-1.2791,0.7648,0
-1.0433,0.7913,0
1.2917,0.2674,0
-0.9040,-0.2763,0.4
0.7587,0.6292,0.2
0.2645,-0.3158,0.1
-0.9277,0.8022,0
-0.1106,0.0290,0.4
0.6068,-0.0917,0.2
0.8118,0.7262,0
-0.5943,1.2143,0
0.0322,1.0785,0
-1.2089,-1.0451,0
0.2720,0.6387,0.3
0.5873,-0.5787,0.1
-0.0216,-0.8786,0.5
0.6324,-0.0561,0.2
0.2377,-0.8043,0.1
-0.3243,-0.7924,0.5
-0.4342,-0.8893,0.5
-0.7960,-0.1474,0.4
0.2739,0.2054,0.2
-0.7159,0.1340,0.4
0.5233,-0.3999,0.1
-0.8595,-0.1384,0.4
0.1935,-0.0990,0.1
-0.0590,0.1346,0.3
0.5872,-0.1280,0.2
-0.3535,0.5311,0.3
-0.3239,-0.8981,0.5
-0.1591,0.9363,0.3
0.0711,0.0843,0.2
0.1819,-0.5932,0.1
-0.1430,-0.1797,0.5
0.1467,0.6551,0.3
0.2078,-0.0954,0.1
0.7063,0.6174,0.2
-0.9661,0.0188,0.4
0.4494,0.5374,0.2
-0.6754,0.1426,0.4
-0.6042,0.3158,0.4
-0.2411,-0.0289,0.4
-0.3006,-0.0114,0.4
-0.8717,0.2131,0.4
0.9103,-0.1258,0.2
0.8199,0.0951,0.2
0.5835,0.7751,0.2
0.6354,0.6147,0.2
-0.2409,-0.4160,0.5
-0.0783,-0.8049,0.5
-0.5364,-0.0936,0.4
0.5679,0.1581,0.2
-0.4862,0.3914,0.4
-0.6212,-0.1340,0.4
-0.0996,-0.5033,0.5
-0.5685,0.3155,0.4
-0.4675,0.2957,0.4
0.0615,0.7615,0.3
0.2695,-0.3335,0.1
0.5289,-0.6404,0.1
-0.5311,-0.3001,0.5
-0.3691,0.1418,0.4
-0.2253,-0.6542,0.5
0.6016,0.5492,0.2
0.5228,0.2032,0.2
-0.6309,0.2365,0.4
-0.2579,0.8546,0.3
0.6625,-0.1652,0.2
-0.6514,-0.4083,0.5
-0.5973,-0.5439,0.5
0.5000,0.1031,0.2
-0.5454,0.3723,0.4
-0.4359,0.6598,0.3
-0.5658,0.0449,0.4
-0.0524,-0.3084,0.5
0.0754,-0.1238,0.1
-0.0140,0.5302,0.3
0.7685,-0.0339,0.2
0.3516,-0.4848,0.1
-0.7690,-0.2992,0.5
-0.2334,-0.7403,0.5
0.3325,-0.1114,0.1
0.3070,-0.3628,0.1
0.4126,-0.0968,0.2
-0.5056,-0.3717,0.5
0.2988,0.5683,0.3
0.4460,-0.5514,0.1
0.0479,-0.8144,0.1
-0.4915,0.1944,0.4
-0.4826,0.3072,0.4
-0.6949,0.3914,0.4
0.9027,0.3243,0.2
0.2946,-0.5512,0.1
0.0951,0.1776,0.3
0.4648,0.3648,0.2
-0.0609,-0.8069,0.5
-0.3371,-0.6931,0.5
0.5450,0.0356,0.2
-0.7224,-0.4078,0.5
-0.4372,0.3738,0.4
0.0338,0.1818,0.3
0.5625,-0.5965,0.1
0.4167,-0.3294,0.1
0.5122,0.5278,0.2
0.0184,-0.4944,0.1
0.5872,-0.6864,0.1
-0.4676,-0.8616,0.5
0.9541,0.1522,0.2
-0.6100,0.0735,0.4
0.1283,-0.4136,0.1
0.1631,-0.6334,0.1
-0.7537,0.3517,0.4
-0.8023,0.4141,0.4
0.0558,-0.0636,1
-0.0674,0.0070,1
0.0791,0.0573,1
0.0040,0.0826,1
-0.0778,-0.0022,1
-0.0447,-0.0446,1
0.0586,-0.0316,1
0.0119,0.0465,1
-0.0013,0.0576,1
0.0260,-0.0957,1
-0.0382,-0.0740,1
-0.0246,-0.0918,1
0.0286,-0.0231,1
-0.0258,-0.0644,1
0.0011,-0.0617,1
0.0243,0.0283,1
0.0567,0.0632,1
-0.0295,0.0379,1
-0.0608,0.0298,1
-0.0669,-0.0425,1
-0.0655,0.0302,1
0.0913,-0.0385,1
-0.0248,-0.0626,1
0.0792,0.0079,1
-0.0206,-0.0364,1
-0.0415,0.0746,1
-0.0756,0.0230,1
-0.0458,0.0556,1
-0.0533,0.0436,1
0.0071,0.0842,1
0.0204,-0.0154,1
0.0437,0.0321,1
0.0442,-0.0369,1
0.0754,0.0613,1
0.0764,0.0244,1
-0.0071,-0.0918,1
-0.0559,0.0556,1
0.0484,0.0748,1
0.0072,-0.0146,1
-0.0410,0.0065,1
-0.0228,0.0594,1
0.0484,0.0425,1
0.0222,-0.0720,1
-0.0400,0.0270,1
-0.0629,0.0251,1
0.0784,0.0399,1
0.0355,0.0093,1
-0.0461,-0.0100,1
0.0802,-0.0287,1
-0.0042,-0.0994,1
